new file 
Gene Symbol	Disease	Ensembl ID	Gene ID	OMIM	GeneCards	HugeNavigator	GenAtlas	YFG	PharmGKB	HGMD	EXPASY	WikiGenes	NCBI	GAD	Gene Name	Gene Symbol Synonyms	Gene name Synonyms	Chromosome	Location	PMIDs	# of Refs	# DB	HuGe Prospector Score	pValues	No Association Number	# of GAD Yes	# of GAD No	Final Score	
FAM120C	autism	ENSG00000184083	54954	0	1	1	0	0	0	0	0	0	0	0	family with sequence similarity 120C	CXorf17|FLJ20506|FLJ43676|ORF34	BJ-HCC-21 tumor antigen|hypothetical protein LOC54954	X	Xp11.22	18498374,	1	2	0.0070		0	0	0	0.9000000000000001	
CNTN4	autism	ENSG00000144619	152330	0	1	1	0	0	1	1	0	0	0	0	contactin 4	AXCAM|BIG-2|CNTN4A|MGC33615	OTTHUMP00000147566|OTTHUMP00000147567|axonal cell adhesion molecule|axonal-associated cell adhesion molecule|neural cell adhesion protein BIG-2	3	3p26-p25	19736351,	1	4	0.0070		0	0	0	0.9000000000000001	
HCRT	autism	ENSG00000161610	3060	0	1	1	0	0	0	0	0	0	0	0	hypocretin (orexin) neuropeptide precursor	NRCLP1|OX|PPOX	orexin	17	17q21	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
CCK	autism	ENSG00000187094	885	0	0	1	0	0	0	0	0	0	0	0	cholecystokinin	MGC117187	OTTHUMP00000162607	3	3p22-p21.3	19058789,	1	1	0.0070		0	0	0	0.9000000000000001	
NDN	autism	ENSG00000182636	4692	0	1	1	0	0	0	0	0	0	0	0	necdin homolog (mouse)	HsT16328|PWCR	OTTHUMP00000159437|necdin	15	15q11.2-q12	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
UPP2	autism	ENSG00000007001	151531	0	1	1	0	0	0	0	0	0	0	0	uridine phosphorylase 2	UDRPASE2|UP2|UPASE2	OTTHUMP00000162808|liver-specific uridine phosphorylase|uridine phosphorylase-2	2	2q24.1	19401682,	1	2	0.0070		0	0	0	0.9000000000000001	
TAC1	autism	ENSG00000006128	6863	0	1	1	0	0	0	0	0	0	0	0	"tachykinin, precursor 1"	Hs.2563|NK2|NKNA|NPK|TAC2	"neurokinin 1|neurokinin 2|neurokinin A|neurokinin alpha|neuromedin L|neuropeptide K|neuropeptide gamma|substance K|substance P|tachykinin 1|tachykinin 2|tachykinin, precursor 1 (substance K, substance P, neurokinin 1, neurokinin 2, neuromedin L, neurokinin alpha, neuropeptide K, neuropeptide gamma)"	7	7q21-q22	19598235,	1	2	0.0070		0	0	0	0.9000000000000001	
PAFAH1B1	autism	ENSG00000007168	5048	0	0	1	0	0	0	0	0	1	0	0	"platelet-activating factor acetylhydrolase, isoform Ib, subunit 1 (45kDa)"	LIS1|LIS2|MDCR|MDS|PAFAH	"lissencephaly 1 protein|platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit|platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa"	17	17p13.3	19251251,	1	2	0.0070		0	0	0	0.9000000000000001	
GCHFR	autism	ENSG00000137880	2644	0	0	1	0	0	0	0	0	0	0	0	GTP cyclohydrolase I feedback regulator	GFRP|HsT16933|MGC138467|MGC138469|P35	GTP cyclohydrolase I feedback regulatory protein	15	15q15	19674121,	1	1	0.0070		0	0	0	0.9000000000000001	
KL	autism	ENSG00000133116	9365	0	0	1	0	0	0	0	0	0	0	0	klotho	-	OTTHUMP00000018796	13	13q12	19077115,	1	1	0.0070		0	0	0	0.9000000000000001	
AHI1	autism		54806	0	1	1	0	0	0	0	0	0	0	0	Abelson helper integration site 1	AHI-1|DKFZp686J1653|FLJ14023|FLJ20069|JBTS3|ORF1|dJ71N10.1	OTTHUMP00000017263|OTTHUMP00000017264|OTTHUMP00000017265|contatins SH3 and WD40 domains|jouberin	6	6q23.3	18782849,	1	2	0.0070		0	0	0	0.9000000000000001	
DRG1	autism	ENSG00000185721	4733	0	1	1	0	0	0	0	0	0	0	0	developmentally regulated GTP binding protein 1	DKFZp434N1827|NEDD3	"developmentally regulated GTP-binding protein 1|neural precursor cell expressed, developmentally down-regulated 3"	22	22q12.2	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
NCSTN	autism	ENSG00000162736	23385	0	0	1	0	0	0	0	0	0	0	0	nicastrin	APH2|KIAA0253	ATAG1874|OTTHUMP00000031839|anterior pharynx-defective 2	1	1q22-q23	19077115,	1	1	0.0070		0	0	0	0.9000000000000001	
LEP	autism	ENSG00000174697	3952	0	1	1	0	0	0	0	0	0	0	0	leptin	FLJ94114|OB|OBS	"leptin (murine obesity homolog)|leptin (obesity homolog, mouse)|obese, mouse, homolog of|obesity factor"	7	7q31.3	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
PNOC	autism	ENSG00000168081	5368	0	0	1	0	0	0	0	0	0	0	0	prepronociceptin	PPNOC	nocistatin|propronociceptin	8	8p21	19058789,	1	1	0.0070		0	0	0	0.9000000000000001	
APAF1	autism	ENSG00000120868	317	0	1	1	0	0	0	0	0	0	0	0	apoptotic peptidase activating factor 1	APAF-1|CED4|DKFZp781B1145	apoptotic protease activating factor 1	12	12q23	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
TBL1Y	autism	ENSG00000092377	90665	0	0	1	0	0	0	0	0	0	0	0	transducin (beta)-like 1Y-linked	TBL1	OTTHUMP00000033224|OTTHUMP00000033225|OTTHUMP00000033226|transducin beta-like 1|transducin beta-like 1Y	Y	Yp11.2	19605777,	1	1	0.0070		0	0	0	0.9000000000000001	
OPRD1	autism	ENSG00000116329	4985	0	1	1	0	0	0	0	0	0	0	0	"opioid receptor, delta 1"	OPRD	OTTHUMP00000003778	1	1p36.1-p34.3	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
FEZ1	autism	ENSG00000149557	9638	0	0	1	0	0	0	0	0	0	0	0	fasciculation and elongation protein zeta 1 (zygin I)	-	zygin 1	11	11q24.2	19251251,	1	1	0.0070		0	0	0	0.9000000000000001	
CGA	autism	ENSG00000135346	1081	0	0	1	0	0	0	0	0	0	0	0	"glycoprotein hormones, alpha polypeptide"	CG-ALPHA|FSHA|GPHA1|GPHa|HCG|LHA|TSHA	"OTTHUMP00000016825|chorionic gonadotropin, alpha polypeptide|follicle-stimulating hormone alpha subunit"	6	6q12-q21	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
ADCY1	autism	ENSG00000164742	107	0	1	1	0	0	0	0	0	0	0	0	adenylate cyclase 1 (brain)	AC1	"3',5'-cyclic AMP synthetase|ATP pyrophosphate-lyase|Ca(2+)/calmodulin-activated adenylyl cyclase|adenyl cyclase|adenylate cyclase 1|adenylate cyclase type I"	7	7p13-p12	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
LHCGR	autism	ENSG00000138039	3973	0	0	1	0	0	0	0	0	0	0	0	luteinizing hormone/choriogonadotropin receptor	FLJ41504|LCGR|LGR2|LH/CG-R|LH/CGR|LHR|LHRHR|LSH-R	luteinising hormone-choriogonadotropin receptor|lutropin/choriogonadotropin receptor	2	2p21	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
MOG	autism	ENSG00000204655	4340	0	1	1	0	0	0	0	0	0	0	0	myelin oligodendrocyte glycoprotein	MGC26137|MOGIG-2	MOG Ig-AluB|MOG alpha-6|OTTHUMP00000029122|OTTHUMP00000029124|OTTHUMP00000029125|OTTHUMP00000029126|OTTHUMP00000029127	6	6p22.1	19167444,	1	2	0.0070		0	0	0	0.9000000000000001	
EIF1AY	autism	ENSG00000198692	9086	0	0	1	0	0	0	0	0	0	0	0	"eukaryotic translation initiation factor 1A, Y-linked"	-	"eIF-1A Y isoform|eukaryotic translation initiation factor 1A, Y chromosome"	Y	Yq11.222	19605777,	1	1	0.0070		0	0	0	0.9000000000000001	
CHRNA4	autism	ENSG00000101204	1137	0	1	1	0	0	0	0	0	0	0	0	"cholinergic receptor, nicotinic, alpha 4"	BFNC|EBN|EBN1|FLJ95812|NACHR|NACHRA4|NACRA4	"cholinergic receptor, nicotinic, alpha 4 subunit|cholinergic receptor, nicotinic, alpha polypeptide 4|neuronal nicotinic acetylcholine receptor alpha-4 subunit"	20	20q13.2-q13.3	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
H2AFY	autism	ENSG00000113648	9555	0	1	1	0	0	0	0	0	0	0	0	"H2A histone family, member Y"	H2A.y|H2A/y|H2AF12M|H2AFJ|MACROH2A1.1|mH2A1|macroH2A1.2	histone macroH2A1.1|histone macroH2A1.2	5	5q31.3-q32	18053270,	1	2	0.0070		0	0	0	0.9000000000000001	
PITX3	autism	ENSG00000107859	5309	0	1	1	0	0	0	0	0	0	0	0	paired-like homeodomain 3	CTPP4|MGC12766|PTX3	OTTHUMP00000020362|homeobox protein PITX3	10	10q25	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
PITX1	autism	ENSG00000069011	5307	0	1	1	0	0	0	0	0	0	0	0	paired-like homeodomain 1	BFT|CCF|POTX|PTX1	hindlimb expressed homeobox protein backfoot|paired-like homeodomain transcription factor 1|pituitary homeo box 1|pituitary otx-related factor	5	5q31	18053270,	1	2	0.0070		0	0	0	0.9000000000000001	
SLC12A6	autism	ENSG00000140199	9990	0	1	1	0	0	0	0	0	0	0	0	"solute carrier family 12 (potassium/chloride transporters), member 6"	ACCPN|DKFZp434D2135|KCC3|KCC3A|KCC3B	"potassium chloride cotransporter 3|potassium chloride cotransporter KCC3a-S3|solute carrier family 12, member 6"	15	15q13-q15	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
WNK3	autism	ENSG00000196632	65267	0	1	1	0	0	0	0	0	0	0	0	WNK lysine deficient protein kinase 3	KIAA1566|PRKWNK3	"OTTHUMP00000023369|protein kinase, lysine deficient 3"	X	Xp11.23-p11.21	18498374,	1	2	0.0070		0	0	0	0.9000000000000001	
HES1	autism	ENSG00000114315	3280	0	1	1	0	0	0	0	0	0	0	0	"hairy and enhancer of split 1, (Drosophila)"	FLJ20408|HES-1|HHL|HRY|bHLHb39	hairy and enhancer of split 1|hairy homolog|transcription factor HES-1	3	3q28-q29	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
LHFPL3	autism		375612	0	1	1	0	0	0	0	0	0	0	0	lipoma HMGIC fusion partner-like 3	LHFPL4	LHFP-like protein 3|lipoma HMGIC fusion partner-like 4	7	7q22.1	19401682,	1	2	0.0070		0	0	0	0.9000000000000001	
MTF1	autism	ENSG00000188786	4520	0	1	1	0	0	0	0	0	0	0	0	metal-regulatory transcription factor 1	MGC23036|MTF-1|ZRF	MRE-binding transcription factor-1|OTTHUMP00000004731|metal-responsive transcription factor 1|zinc regulatory factor	1	1p33	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
HTR7	autism	ENSG00000148680	3363	0	1	1	0	0	1	0	0	0	0	1	5-hydroxytryptamine (serotonin) receptor 7 (adenylate cyclase-coupled)	5-HT7	5-hydroxytryptamine receptor 7|OTTHUMP00000020077|OTTHUMP00000020078|OTTHUMP00000020079|serotonin 5-HT-7 receptor	10	10q21-q24	17406648,	1	4	0.0070		1	0	0	0.9000000000000001	
VEGFA	autism	ENSG00000112715	7422	0	0	1	0	0	0	0	0	0	0	0	vascular endothelial growth factor A	MGC70609|MVCD1|VEGF|VEGF-A|VPF	vascular endothelial growth factor isoform VEGF165|vascular permeability factor	6	6p12	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
HTR6	autism	ENSG00000158748	3362	0	0	1	0	0	0	0	0	0	0	0	5-hydroxytryptamine (serotonin) receptor 6	5-HT6|5-HT6R	OTTHUMP00000002795	1	1p36-p35	19997080,	1	1	0.0070		0	0	0	0.9000000000000001	
ALDOA	autism	ENSG00000149925	226	0	1	1	0	0	0	0	0	0	0	0	"aldolase A, fructose-bisphosphate"	ALDA|MGC10942|MGC17716|MGC17767	"fructose-1,6-bisphosphate triosephosphate-lyase|fructose-bisphosphate aldolase A"	16	16p11.2	19242545,	1	2	0.0070		0	0	0	0.9000000000000001	
POMC	autism	ENSG00000115138	5443	0	1	1	0	0	0	0	0	0	0	0	proopiomelanocortin	ACTH|CLIP|LPH|MSH|NPP|POC	OTTHUMP00000119991|adrenocorticotropic hormone|adrenocorticotropin|alpha-MSH|alpha-melanocyte-stimulating hormone|beta-LPH|beta-MSH|beta-endorphin|beta-melanocyte-stimulating hormone|corticotropin-like intermediary peptide|gamma-LPH|gamma-MSH|lipotropin beta|lipotropin gamma|melanotropin alpha|melanotropin beta|melanotropin gamma|met-enkephalin|pro-ACTH-endorphin|proopiomelanocortin preproprotein	2	2p23.3	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
RIMS3	autism	ENSG00000117016	9783	0	0	1	0	0	0	0	0	0	0	0	regulating synaptic membrane exocytosis 3	KIAA0237|NIM3|RIM3	OTTHUMP00000008622|OTTHUMP00000008623|Rab-3 interacting molecule 3	1	1pter-p22.2	19546099,	1	1	0.0070		0	0	0	0.9000000000000001	
LAMB4	autism	ENSG00000091128	22798	0	1	1	0	0	0	0	0	0	0	0	"laminin, beta 4"	-	-	7	7q22-q31.2	19401682,	1	2	0.0070		0	0	0	0.9000000000000001	
GAD2	autism	ENSG00000136750	2572	0	1	1	0	0	0	0	0	0	0	0	"glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)"	GAD65|MGC161605|MGC161607	"Glutamate decarboxylase-2 (pancreas)|OTTHUMP00000019335|OTTHUMP00000019336|glutamate decarboxylase 2|glutamate decarboxylase 2 (pancreatic islets and brain, 65kD)"	10	10p11.23	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
AANAT	autism	ENSG00000129673	15	0	1	1	0	0	0	0	0	0	0	0	arylalkylamine N-acetyltransferase	AA-NAT|SNAT	serotonin N-acetyltransferase	17	17q25	19184136,	1	2	0.0070		0	0	0	0.9000000000000001	
AGRN	autism	ENSG00000188157	375790	0	0	1	0	0	0	0	0	0	0	0	agrin	FLJ45064	OTTHUMP00000044043|agrin proteoglycan	1	1p36.33	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
LAMB1	autism	ENSG00000091136	3912	0	1	1	0	0	0	1	0	0	0	0	"laminin, beta 1"	CLM|MGC142015	cutis laxa with marfanoid phenotype	7	7q22	19058789,	1	3	0.0070		0	0	0	0.9000000000000001	
AGRP	autism	ENSG00000159723	181	0	1	1	0	0	0	0	0	0	0	0	agouti related protein homolog (mouse)	AGRT|ART|ASIP2|MGC118963	"Agouti-related transcript, mouse, homolog of|agouti related protein homolog"	16	16q22	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
GAD1	autism	ENSG00000128683	2571	0	1	1	0	0	0	0	0	1	0	0	"glutamate decarboxylase 1 (brain, 67kDa)"	FLJ45882|GAD|SCP	"OTTHUMP00000041055|glutamate decarboxylase 1|glutamate decarboxylase 1 (brain, 67kD)"	2	2q31	19139806,	1	3	0.0070		0	0	0	0.9000000000000001	
IL1RAPL1	autism	ENSG00000169306	11141	0	1	1	0	1	0	1	1	0	0	0	interleukin 1 receptor accessory protein-like 1	IL1R8|IL1RAPL|MRX10|MRX21|MRX34|OPHN4|TIGIRR-2	"OTTHUMP00000023097|X-linked interleukin-1 receptor accessory protein-like 1|interleukin 1 receptor-8|mental retardation, X-linked 10|oligophrenin-4|three immunoglobulin domain-containing IL-1 receptor-related 2"	X	Xp22.1-p21.3	19736351,	1	5	0.0070		0	0	0	0.9000000000000001	
OSBPL6	autism	ENSG00000079156	114880	0	1	1	0	0	0	0	0	0	0	0	oxysterol binding protein-like 6	FLJ36583|MGC59642|ORP6	OSBP-related protein 6|oxysterol-binding protein-like protein 6|oxysterol-binding protein-related protein 6	2	2q31-q32.1	19401682,	1	2	0.0070		0	0	0	0.9000000000000001	
EN1	autism	ENSG00000163064	2019	0	0	1	0	0	0	0	0	0	0	0	engrailed homeobox 1	-	OTTHUMP00000162091|engrailed homolog 1	2	2q13-q21	19018235,	1	1	0.0070		0	0	0	0.9000000000000001	
NTRK3	autism	ENSG00000140538	4916	0	0	1	0	0	0	0	0	0	0	0	"neurotrophic tyrosine kinase, receptor, type 3"	TRKC|gp145(trkC)	ETS related protein-neurotrophic receptor tyrosine kinase fusion protein|ETV6-NTRK3 fusion|NT-3 growth factor receptor|OTTHUMP00000192915|neurotrophin 3 receptor|tyrosine kinase receptor C	15	15q25	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
NPY	autism	ENSG00000122585	4852	0	1	1	0	0	0	0	0	0	0	0	neuropeptide Y	PYY4	-	7	7p15.1	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
CSRNP3	autism	ENSG00000178662	80034	0	1	1	0	0	0	0	0	0	0	0	cysteine-serine-rich nuclear protein 3	FAM130A2|FLJ11703|FLJ32093|FLJ44141|TAIP-2|TAIP2	"OTTHUMP00000163014|TGF beta induced apotosis protein 2|TGF-beta induced apoptosis protein 2|family with sequence similarity 130, member A2"	2	2q24.3	19401682,	1	2	0.0070		0	0	0	0.9000000000000001	
NTRK1	autism	ENSG00000198400	4914	0	0	1	0	0	0	0	0	0	0	0	"neurotrophic tyrosine kinase, receptor, type 1"	DKFZp781I14186|MTC|TRK|TRK1|TRKA|p140-TrkA	OTTHUMP00000038736|Oncogene TRK|high affinity nerve growth factor receptor|tyrosine kinase receptor A	1	1q21-q22	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
NTRK2	autism	ENSG00000148053	4915	0	1	1	0	0	0	0	0	0	0	0	"neurotrophic tyrosine kinase, receptor, type 2"	GP145-TrkB|TRKB	BDNF/NT-3 growth factors receptor|OTTHUMP00000021573|OTTHUMP00000021574|OTTHUMP00000021575|OTTHUMP00000021576|OTTHUMP00000021577|tyrosine kinase receptor B	9	9q22.1	19598235,	1	2	0.0070		0	0	0	0.9000000000000001	
PON1	autism	ENSG00000005421	5444	0	1	1	0	0	0	0	0	0	0	0	paraoxonase 1	ESA|MVCD5|PON	arylesterase B-type|esterase A|paraoxonase B-type|serum aryldiakylphosphatase	7	7q21.3	18624774,	1	2	0.0070		0	0	0	0.9000000000000001	
PYY	autism	ENSG00000131096	5697	0	0	1	0	0	0	0	0	0	0	0	peptide YY	PYY1	-	17	17q21.1	19058789,	1	1	0.0070		0	0	0	0.9000000000000001	
GHSR	autism	ENSG00000121853	2693	0	1	1	0	0	0	0	0	0	0	0	growth hormone secretagogue receptor	-	ghrelin receptor	3	3q26.31	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
LHB	autism	ENSG00000104826	3972	0	0	1	0	0	0	0	0	0	0	0	luteinizing hormone beta polypeptide	CGB4|LSH-B|hLHB	"interstitial cell stimulating hormone, beta chain|luteinizing hormone beta subunit|lutropin, beta chain"	19	19q13.32	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
MCHR1	autism	ENSG00000128285	2847	0	1	1	0	0	0	0	0	0	0	0	melanin-concentrating hormone receptor 1	GPR24|MCH1R|MGC32129|SLC1	G protein-coupled receptor 24|G-protein coupled receptor 24	22	22q13.2	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
FASTK	autism	ENSG00000164896	10922	0	1	1	0	0	0	0	0	0	0	0	Fas-activated serine/threonine kinase	FAST	FAST kinase	7	7q35	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
GPX1	autism	ENSG00000197582	2876	0	1	1	0	0	0	0	0	0	0	0	glutathione peroxidase 1	GSHPX1|MGC14399|MGC88245	cellular glutathione peroxidase	3	3p21.3	19195803,	1	2	0.0070		0	0	0	0.9000000000000001	
COL11A1	autism	ENSG00000060718	1301	0	0	1	0	0	0	0	0	0	0	0	"collagen, type XI, alpha 1"	CO11A1|COLL6|STL2	"OTTHUMP00000012567|alpha 1 type XI collagen|collagen XI, alpha-1 polypeptide"	1	1p21	17999364,	1	1	0.0070		0	0	0	0.9000000000000001	
STX1A	autism	ENSG00000106089	6804	0	1	1	0	0	0	0	0	0	0	0	syntaxin 1A (brain)	HPC-1|STX1|p35-1	-	7	7q11.23	18593506,	1	2	0.0070		0	0	0	0.9000000000000001	
GRM7	autism	ENSG00000196277	2917	0	1	1	0	0	0	0	0	0	0	0	"glutamate receptor, metabotropic 7"	FLJ40498|GLUR7|GPRC1G|MGLU7|MGLUR7	-	3	3p26.1-p25.1	19736351,	1	2	0.0070		0	0	0	0.9000000000000001	
YWHAZ	autism	ENSG00000164924	7534	0	1	1	0	0	0	0	0	0	0	0	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide"	KCIP-1|MGC111427|MGC126532|MGC138156	"14-3-3 protein/cytosolic phospholipase A2|14-3-3 zeta|OTTHUMP00000165851|OTTHUMP00000165852|OTTHUMP00000165854|OTTHUMP00000165858|OTTHUMP00000165859|OTTHUMP00000165860|phospholipase A2|protein kinase C inhibitor protein-1|tyrosine 3/tryptophan 5 -monooxygenase activation protein, zeta polypeptide"	8	8q23.1	19184136,	1	2	0.0070		0	0	0	0.9000000000000001	
SLC19A1	autism	ENSG00000173638	6573	0	1	1	0	0	0	0	0	0	0	0	"solute carrier family 19 (folate transporter), member 1"	CHMD|FOLT|IFC1|REFC|RFC1	reduced folate carrier|solute carrier family 19 member 1	21	21q22.3	16917939,	1	2	0.0070		0	0	0	0.9000000000000001	
GCH1	autism	ENSG00000131979	2643	0	1	1	0	0	0	0	0	0	0	0	GTP cyclohydrolase 1	DYT14|DYT5|GCH|GTP-CH-1|GTPCH1|HPABH4B	guanosine 5'-triphosphate cyclohydrolase I	14	14q22.1-q22.2	19674121,	1	2	0.0070		0	0	0	0.9000000000000001	
BCL2	autism	ENSG00000171791	596	0	0	1	0	0	0	0	0	0	0	0	B-cell CLL/lymphoma 2	Bcl-2	B-cell lymphoma protein 2|OTTHUMP00000163680	18	18q21.33|18q21.3	19058789,	1	1	0.0070		0	0	0	0.9000000000000001	
NOS1	autism	ENSG00000089250	4842	0	1	1	0	0	0	0	0	0	0	0	nitric oxide synthase 1 (neuronal)	IHPS1|NOS|nNOS	"nitric oxide synthase 1, neuronal"	12	12q24.2-q24.31	18563708,	1	2	0.0070		0	0	0	0.9000000000000001	
PTPRZ1	autism	ENSG00000106278	5803	0	1	1	0	0	0	0	0	1	0	1	"protein tyrosine phosphatase, receptor-type, Z polypeptide 1"	HPTPZ|HPTPzeta|PTP-ZETA|PTP18|PTPRZ|PTPZ|RPTPB|RPTPbeta|phosphacan	"protein tyrosine phosphatase, receptor-type, zeta polypeptide 1|protein tyrosine phosphatase, receptor-type, zeta1|receptor-type tyrosine phosphatase beta/zeta"	7	7q31.3	15998549,	1	4	0.0070		1	0	0	0.9000000000000001	
DLGAP2	autism	ENSG00000198010	9228	0	1	1	0	0	1	0	0	0	0	0	"discs, large (Drosophila) homolog-associated protein 2"	DAP2|SAPAP2	PSD-95/SAP90-binding protein 2|SAP90/PSD-95-associated protein 2|discs large-associated protein 2	8	8p23	19736351,	1	3	0.0070		0	0	0	0.9000000000000001	
YWHAB	autism	ENSG00000166913	7529	0	1	1	0	0	0	0	0	0	0	0	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide"	GW128|HS1|KCIP-1	"14-3-3 protein beta/alpha|OTTHUMP00000031075|OTTHUMP00000031076|brain protein 14-3-3, beta isoform|protein 1054|protein kinase C inhibitor protein-1"	20	20q13.1	19360691,	1	2	0.0070		0	0	0	0.9000000000000001	
GRIA3	autism	ENSG00000125675	2892	0	1	1	0	1	0	0	0	0	0	0	"glutamate receptor, ionotrophic, AMPA 3"	GLUR-C|GLUR-K3|GLUR3|GLURC|MRX94	OTTHUMP00000024261|OTTHUMP00000024262|dJ1171F9.1|glutamate receptor C|glutamate receptor subunit 3	X	Xq25-q26	19736351,	1	3	0.0070		0	0	0	0.9000000000000001	
GJB2	autism	ENSG00000165474	2706	0	0	1	0	0	0	0	0	1	0	0	"gap junction protein, beta 2, 26kDa"	CX26|DFNA3|DFNA3A|DFNB1|DFNB1A|HID|KID|NSRD1|PPK	"OTTHUMP00000018093|OTTHUMP00000018094|connexin 26|gap junction protein beta 2|gap junction protein, beta 2, 26kD (connexin 26)"	13	13q11-q12	16154643,	1	2	0.0070		0	0	0	0.9000000000000001	
A2BP1	autism	ENSG00000078328	54715	0	1	1	0	0	0	1	0	0	0	0	-	FOX1|HRNBP1	hexaribonucleotide binding protein 1	16	16p13.3	19546859,	1	3	0.0070		0	0	0	0.9000000000000001	
TSPO	autism	ENSG00000100300	706	0	1	1	0	0	0	0	0	0	0	0	translocator protein (18kDa)	BZRP|DBI|IBP|MBR|PBR|PKBS|PTBR|mDRC|pk18	OTTHUMP00000028891|benzodiazepine peripheral binding site|mitochondrial benzodiazepine receptor|peripheral benzodiazepine receptor|peripheral-type benzodiazepine receptor|translocator protein	22	22q13.31	19598235,	1	2	0.0070		0	0	0	0.9000000000000001	
SLC6A1	autism	ENSG00000157103	6529	0	1	1	0	0	0	0	0	0	0	0	"solute carrier family 6 (neurotransmitter transporter, GABA), member 1"	GABATHG|GABATR|GAT1	-	3	3p25-p24	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
WFS1	autism	ENSG00000109501	7466	0	0	1	0	0	0	0	0	0	0	0	Wolfram syndrome 1 (wolframin)	FLJ51211|WFRS|WFS|WOLFRAMIN	OTTHUMP00000115499|wolframin	4	4p16	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
SLC6A2	autism	ENSG00000103546	6530	0	1	1	0	0	0	0	0	0	0	0	"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2"	NAT1|NET|NET1|SLC6A5	"noradrenaline transporter|norepinephrine transporter|solute carrier family 6 (neurotransmitter transporter, norepinephrine), member 5|solute carrier family 6 member 2"	16	16q12.2	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
ARNT2	autism		9915	0	0	1	0	0	0	0	0	0	0	0	aryl-hydrocarbon receptor nuclear translocator 2	KIAA0307|bHLHe1	aryl hydrocarbon receptor nuclear translocator 2	15	15q24	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
CASK	autism	ENSG00000147044	8573	0	1	1	0	0	0	0	0	0	0	0	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	CAGH39|CMG|FGS4|FLJ22219|FLJ31914|LIN2|MICPCH|TNRC8	CAMGUK protein|calcium/calmodulin-dependent serine protein kinase|calcium/calmodulin-dependent serine protein kinase membrane-associated guanylate kinase|trinucleotide repeat containing 8	X	Xp11.4	19736351,	1	2	0.0070		0	0	0	0.9000000000000001	
FOXO1	autism	ENSG00000150907	2308	0	1	1	0	0	0	0	0	0	0	0	forkhead box O1	FKH1|FKHR|FOXO1A	"OTTHUMP00000018301|forkhead box O1A (rhabdomyosarcoma)|forkhead homolog in rhabdomyosarcoma|forkhead, Drosophila, homolog of, in rhabdomyosarcoma"	13	13q14.1	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
VIPR1	autism	ENSG00000114812	7433	0	0	1	0	0	0	0	0	0	0	0	vasoactive intestinal peptide receptor 1	FLJ41949|HVR1|II|PACAP-R-2|RDC1|V1RG|VAPC1|VIPR|VIRG|VPAC1|VPCAP1R	"PACAP type II receptor|VIP receptor, type I|pituitary adenylate cyclase activating polypeptide receptor, type II"	3	3p22	19598235,	1	1	0.0070		0	0	0	0.9000000000000001	
PTGIR	autism	ENSG00000160013	5739	0	1	1	0	0	0	0	0	0	0	0	prostaglandin I2 (prostacyclin) receptor (IP)	IP|MGC102830|PRIPR	PGI receptor|prostacyclin receptor|prostanoid IP receptor	19	19q13.3	19058789,	1	2	0.0070		0	0	0	0.9000000000000001	
